step,time,uav0_x,uav0_y,uav0_yaw,uav0_state,uav0_min_obs_dist,uav0_path_length,uav1_x,uav1_y,uav1_yaw,uav1_state,uav1_min_obs_dist,uav1_path_length,uav2_x,uav2_y,uav2_yaw,uav2_state,uav2_min_obs_dist,uav2_path_length,coverage,min_inter_uav_dist,replan_count,collision_flag
144,28.8,40.45,12.55,-0.773,explore,1.03,0.0,56.11,62.07,0.800,explore,7.15,0.0,60.71,88.39,0.586,explore,29.02,0.0,0.4729,27.88,35,0
145,29.0,40.99,12.30,-0.416,explore,0.76,0.0,56.53,62.50,0.800,explore,7.63,0.0,61.21,88.72,0.586,explore,28.86,0.0,0.4752,27.78,35,0
146,29.200000000000003,41.54,12.06,-0.416,explore,0.56,0.0,56.94,62.93,0.800,explore,8.13,0.0,61.71,89.06,0.588,explore,28.70,0.0,0.4774,27.68,35,0
147,29.400000000000002,42.04,12.40,0.608,explore,0.56,0.0,57.29,63.42,0.947,explore,8.63,0.0,62.21,89.39,0.588,explore,28.70,0.0,0.4797,27.93,35,0
148,29.6,42.53,12.75,0.608,explore,0.56,0.0,57.64,63.91,0.947,explore,9.15,0.0,62.71,89.72,0.588,explore,28.64,0.0,0.4808,27.91,35,0
149,29.8,43.02,13.09,0.608,explore,0.56,0.0,58.24,63.85,-0.099,explore,9.67,0.0,63.14,89.31,-0.763,explore,28.59,0.0,0.4835,27.90,35,0
150,30.0,43.45,13.51,0.765,explore,0.82,0.0,58.84,63.79,-0.099,explore,9.67,0.0,63.58,88.89,-0.763,explore,28.59,0.0,0.4860,27.90,35,0
151,30.200000000000003,43.89,13.92,0.765,explore,1.37,0.0,59.44,63.78,-0.021,explore,10.15,0.0,64.01,88.48,-0.763,explore,29.18,0.0,0.4863,27.99,35,0
152,30.400000000000002,44.32,14.34,0.765,explore,1.93,0.0,60.04,63.77,-0.021,explore,10.63,0.0,64.44,88.06,-0.782,explore,29.77,0.0,0.4936,28.08,35,0
153,30.6,44.75,14.75,0.765,explore,1.93,0.0,60.64,63.75,-0.021,explore,11.13,0.0,64.86,87.63,-0.782,explore,30.36,0.0,0.4966,28.18,35,0
154,30.8,45.17,15.17,0.785,explore,2.51,0.0,61.08,63.34,-0.750,explore,11.55,0.0,65.29,87.21,-0.782,explore,30.95,0.0,0.4984,28.18,35,0
155,31.0,45.60,15.60,0.785,explore,2.73,0.0,61.52,62.93,-0.750,explore,12.00,0.0,65.71,86.79,-0.782,explore,31.53,0.0,0.5010,28.18,35,0
156,31.200000000000003,46.20,15.65,0.091,explore,2.44,0.0,61.96,62.52,-0.750,explore,12.45,0.0,66.14,86.36,-0.785,explore,32.12,0.0,0.5034,28.18,35,0
157,31.400000000000002,46.79,15.71,0.091,explore,2.21,0.0,62.55,62.63,0.172,explore,12.91,0.0,66.56,85.94,-0.785,explore,32.12,0.0,0.5059,27.70,35,0
158,31.6,47.39,15.72,0.021,explore,2.05,0.0,63.14,62.73,0.172,explore,13.38,0.0,67.10,86.20,0.448,explore,31.99,0.0,0.5075,27.71,35,0
159,31.8,47.99,15.73,0.021,explore,2.05,0.0,63.74,62.74,0.012,explore,13.86,0.0,67.64,86.46,0.448,explore,31.79,0.0,0.5101,27.71,35,0
160,32.0,48.59,15.75,0.021,explore,2.05,0.0,64.34,62.74,0.012,explore,13.86,0.0,68.18,86.72,0.448,explore,31.79,0.0,0.5116,27.71,35,0
161,32.2,49.19,15.75,0.002,explore,2.39,0.0,64.92,62.90,0.258,explore,14.45,0.0,68.61,87.14,0.774,explore,31.24,0.0,0.5116,27.71,35,0
162,32.4,49.79,15.75,0.002,explore,2.78,0.0,65.50,63.05,0.258,explore,15.04,0.0,69.04,87.56,0.774,explore,30.70,0.0,0.5211,27.72,35,0
163,32.6,50.39,15.75,0.001,explore,3.21,0.0,66.08,63.20,0.258,explore,15.64,0.0,69.47,87.98,0.774,explore,30.11,0.0,0.5250,27.55,35,0
164,32.800000000000004,50.99,15.75,0.001,explore,3.65,0.0,66.52,63.61,0.746,explore,16.23,0.0,69.96,88.33,0.621,explore,29.52,0.0,0.5292,27.39,35,0
165,33.0,51.59,15.75,0.000,explore,4.12,0.0,67.12,63.66,0.080,explore,16.78,0.0,70.45,88.67,0.621,explore,28.93,0.0,0.5330,27.23,35,0
166,33.2,52.19,15.75,0.000,explore,4.61,0.0,67.71,63.71,0.080,explore,17.33,0.0,70.93,89.02,0.621,explore,28.33,0.0,0.5369,27.09,35,0
167,33.4,52.75,15.75,0.000,explore,5.11,0.0,68.25,63.75,0.080,explore,17.87,0.0,71.53,89.13,0.170,explore,27.74,0.0,0.5416,26.94,35,0
168,33.6,53.17,16.17,0.785,explore,5.63,0.0,68.85,63.75,0.000,explore,18.29,0.0,72.12,89.23,0.170,explore,27.14,0.0,0.5453,27.01,35,0
169,33.800000000000004,53.60,16.60,0.785,explore,6.15,0.0,69.45,63.75,0.000,explore,18.71,0.0,72.56,88.82,-0.735,explore,26.57,0.0,0.5496,26.98,35,0
170,34.0,54.02,17.02,0.785,explore,6.15,0.0,70.05,63.75,0.000,explore,18.71,0.0,73.01,88.42,-0.735,explore,26.57,0.0,0.5532,26.98,35,0
171,34.2,54.51,17.37,0.618,explore,6.74,0.0,70.65,63.75,0.000,explore,19.05,0.0,73.45,88.02,-0.735,explore,26.23,0.0,0.5532,26.78,35,0
172,34.4,55.00,17.72,0.618,explore,7.33,0.0,71.25,63.75,0.000,explore,19.39,0.0,73.88,87.60,-0.777,explore,25.90,0.0,0.5601,26.59,35,0
173,34.6,55.49,18.07,0.618,explore,7.33,0.0,71.82,63.56,-0.322,explore,19.75,0.0,74.31,87.18,-0.777,explore,25.58,0.0,0.5630,26.39,35,0
174,34.800000000000004,56.09,18.13,0.105,explore,7.79,0.0,72.17,63.07,-0.953,explore,20.22,0.0,74.73,86.76,-0.777,explore,25.31,0.0,0.5646,26.31,35,0
175,35.0,56.68,18.19,0.105,explore,8.26,0.0,72.51,62.58,-0.953,explore,20.70,0.0,75.33,86.75,-0.005,explore,25.04,0.0,0.5676,26.22,35,0
176,35.2,57.25,18.25,0.105,explore,8.74,0.0,72.85,62.08,-0.977,explore,21.18,0.0,75.93,86.75,-0.005,explore,24.79,0.0,0.5701,26.14,35,0
177,35.4,57.85,18.25,0.000,explore,9.27,0.0,73.19,61.59,-0.977,explore,21.18,0.0,76.51,86.91,0.268,explore,24.55,0.0,0.5727,26.55,35,0
178,35.6,58.45,18.25,0.000,explore,9.80,0.0,73.52,61.09,-0.977,explore,21.23,0.0,77.09,87.07,0.268,explore,24.32,0.0,0.5746,26.43,35,0
179,35.800000000000004,59.03,18.09,-0.271,explore,10.33,0.0,73.85,60.59,-0.982,explore,21.01,0.0,77.67,87.23,0.268,explore,24.10,0.0,0.5772,26.31,35,0
180,36.0,59.61,17.93,-0.271,explore,10.33,0.0,74.19,60.09,-0.982,explore,21.01,0.0,78.17,87.55,0.574,explore,24.10,0.0,0.5797,26.31,35,0
181,36.2,59.66,17.33,-1.485,explore,10.89,0.0,74.78,60.15,0.101,explore,20.41,0.0,78.68,87.88,0.574,explore,23.51,0.0,0.5797,25.93,35,0
182,36.4,59.71,16.73,-1.485,explore,11.44,0.0,75.38,60.21,0.101,explore,19.82,0.0,79.18,88.21,0.574,explore,22.91,0.0,0.5889,25.55,35,0
183,36.6,60.14,17.15,0.762,explore,12.00,0.0,75.98,60.22,0.020,explore,19.82,0.0,79.61,88.63,0.778,explore,22.32,0.0,0.5925,25.22,35,0
184,36.800000000000004,60.38,16.60,-1.161,explore,12.49,0.0,76.58,60.24,0.020,explore,19.24,0.0,80.14,88.34,-0.491,explore,21.73,0.0,0.5948,24.79,35,0
185,37.0,60.62,16.05,-1.161,explore,12.99,0.0,77.18,60.25,0.020,explore,18.66,0.0,80.67,88.06,-0.491,explore,21.14,0.0,0.5983,24.35,35,0
186,37.2,60.66,15.45,-1.499,explore,13.50,0.0,77.75,60.43,0.309,explore,18.08,0.0,81.20,87.78,-0.491,explore,20.55,0.0,0.6014,23.91,35,0
187,37.4,60.71,14.85,-1.499,explore,13.50,0.0,78.32,60.61,0.309,explore,17.54,0.0,81.70,87.45,-0.585,explore,19.96,0.0,0.6044,23.90,35,0
188,37.6,60.75,14.25,-1.499,explore,13.61,0.0,78.92,60.66,0.071,explore,17.01,0.0,82.20,87.12,-0.585,explore,19.37,0.0,0.6071,23.88,35,0
189,37.800000000000004,60.48,13.71,-2.034,explore,13.10,0.0,79.52,60.70,0.071,explore,16.49,0.0,82.70,86.78,-0.585,explore,18.78,0.0,0.6103,23.86,35,0
190,38.0,60.75,13.25,-1.048,explore,13.10,0.0,80.12,60.74,0.071,explore,16.49,0.0,83.20,86.45,-0.588,explore,18.78,0.0,0.6135,23.86,35,0
191,38.2,60.56,12.68,-1.893,explore,12.56,0.0,80.72,60.74,0.006,explore,15.94,0.0,83.70,86.12,-0.588,explore,18.48,0.0,0.6135,24.01,35,0
192,38.400000000000006,61.16,12.71,0.041,explore,12.03,0.0,81.32,60.75,0.006,explore,15.40,0.0,84.20,85.79,-0.588,explore,18.19,0.0,0.6212,24.15,35,0
193,38.6,61.76,12.73,0.041,explore,11.50,0.0,81.92,60.75,0.001,explore,14.82,0.0,84.71,86.10,0.555,explore,17.91,0.0,0.6243,24.39,35,0
194,38.800000000000004,62.36,12.74,0.010,explore,11.04,0.0,82.52,60.75,0.001,explore,14.25,0.0,85.22,86.42,0.555,explore,17.83,0.0,0.6280,24.76,35,0
195,39.0,62.96,12.74,0.010,explore,10.59,0.0,83.12,60.75,0.001,explore,14.25,0.0,85.73,86.73,0.555,explore,17.77,0.0,0.6311,25.25,35,0
196,39.2,63.56,12.75,0.010,explore,10.14,0.0,83.72,60.75,0.000,explore,13.74,0.0,86.15,87.16,0.782,explore,17.72,0.0,0.6330,25.49,35,0
197,39.400000000000006,64.16,12.75,0.001,explore,9.72,0.0,83.73,60.15,-1.551,explore,13.24,0.0,86.58,87.58,0.782,explore,17.60,0.0,0.6358,25.67,35,0
198,39.6,64.76,12.75,0.001,explore,9.31,0.0,83.74,59.55,-1.551,explore,12.74,0.0,87.00,88.00,0.782,explore,17.50,0.0,0.6390,25.84,35,0
199,39.800000000000004,65.09,12.25,-0.987,explore,8.92,0.0,83.75,58.95,-1.567,explore,12.48,0.0,87.49,88.35,0.619,explore,17.41,0.0,0.6419,25.79,35,0
200,40.0,65.42,11.75,-0.987,explore,8.92,0.0,83.75,58.35,-1.567,explore,12.48,0.0,87.98,88.70,0.619,explore,17.41,0.0,0.6445,25.79,35,0
201,40.2,65.75,11.25,-0.987,explore,8.33,0.0,83.75,57.75,-1.567,explore,11.95,0.0,88.47,89.05,0.619,explore,17.08,0.0,0.6445,25.85,35,0
202,40.400000000000006,66.17,10.83,-0.785,explore,7.75,0.0,84.08,57.25,-0.983,explore,11.43,0.0,88.89,88.62,-0.792,explore,16.77,0.0,0.6500,25.90,35,0
203,40.6,66.60,10.40,-0.785,explore,7.75,0.0,84.42,56.75,-0.983,explore,10.96,0.0,89.31,88.19,-0.792,explore,16.18,0.0,0.6530,25.44,35,0
204,40.800000000000004,67.02,9.98,-0.785,explore,7.15,0.0,83.82,56.75,-3.141,explore,10.43,0.0,89.73,87.77,-0.792,explore,15.58,0.0,0.6566,25.02,35,0
205,41.0,67.45,9.55,-0.785,explore,6.56,0.0,83.79,56.15,-1.614,explore,9.90,0.0,90.16,87.34,-0.785,explore,14.99,0.0,0.6597,24.60,35,0
206,41.2,67.87,9.13,-0.785,explore,5.97,0.0,83.76,55.55,-1.614,explore,9.38,0.0,90.58,86.92,-0.785,explore,14.99,0.0,0.6626,24.51,35,0
207,41.400000000000006,68.30,8.70,-0.785,explore,5.38,0.0,83.76,54.95,-1.578,explore,8.87,0.0,91.01,86.49,-0.785,explore,14.39,0.0,0.6641,24.07,35,0
208,41.6,68.90,8.72,0.031,explore,4.79,0.0,83.75,54.35,-1.578,explore,8.36,0.0,91.43,86.07,-0.785,explore,13.79,0.0,0.6662,23.63,35,0
209,41.800000000000004,69.49,8.74,0.031,explore,4.79,0.0,83.75,53.75,-1.578,explore,7.79,0.0,91.35,85.48,-1.706,explore,13.20,0.0,0.6682,23.38,35,0
210,42.0,70.09,8.74,0.005,explore,4.79,0.0,83.33,53.33,-2.355,explore,7.79,0.0,91.31,84.88,-1.628,explore,13.20,0.0,0.6707,23.38,35,0
211,42.2,70.69,8.75,0.005,explore,4.20,0.0,82.90,52.90,-2.355,explore,7.23,0.0,91.28,84.28,-1.628,explore,12.82,0.0,0.6707,23.89,35,0
212,42.400000000000006,71.25,8.75,0.005,explore,3.61,0.0,82.48,52.48,-2.355,explore,6.67,0.0,91.25,83.75,-1.628,explore,12.46,0.0,0.6774,24.41,35,0
213,42.6,71.67,9.17,0.785,explore,3.02,0.0,82.05,52.05,-2.356,explore,6.67,0.0,91.25,83.15,-1.571,explore,12.26,0.0,0.6803,24.65,35,0
214,42.800000000000004,72.10,9.60,0.785,explore,2.44,0.0,82.14,51.46,-1.422,explore,6.12,0.0,91.25,82.55,-1.571,explore,12.08,0.0,0.6822,25.34,35,0
215,43.0,72.52,10.02,0.785,explore,1.90,0.0,82.23,50.87,-1.422,explore,5.59,0.0,91.25,81.95,-1.571,explore,11.92,0.0,0.6848,26.03,35,0
216,43.2,72.95,10.45,0.785,explore,1.65,0.0,82.24,50.27,-1.560,explore,5.06,0.0,91.25,81.35,-1.571,explore,11.96,0.0,0.6873,26.87,35,0
217,43.400000000000006,73.54,10.36,-0.150,explore,1.46,0.0,82.25,49.67,-1.560,explore,5.06,0.0,91.25,80.75,-1.571,explore,12.03,0.0,0.6930,27.28,35,0
218,43.6,74.13,10.27,-0.150,explore,1.35,0.0,82.62,49.20,-0.906,explore,4.55,0.0,91.25,80.15,-1.571,explore,12.12,0.0,0.6954,28.12,35,0
219,43.800000000000004,74.73,10.26,-0.011,explore,1.23,0.0,82.99,48.72,-0.906,explore,4.06,0.0,91.25,79.55,-1.571,explore,12.35,0.0,0.6993,29.05,35,0
220,44.0,75.33,10.25,-0.011,explore,1.23,0.0,83.36,48.25,-0.906,explore,4.06,0.0,91.25,78.95,-1.571,explore,12.35,0.0,0.7030,29.05,35,0
221,44.2,75.81,9.88,-0.666,explore,1.20,0.0,83.73,47.78,-0.906,explore,3.52,0.0,91.25,78.35,-1.571,explore,11.90,0.0,0.7030,28.70,35,0
222,44.400000000000006,76.28,9.51,-0.666,explore,1.25,0.0,84.33,47.77,-0.019,explore,3.00,0.0,91.25,77.75,-1.571,explore,11.46,0.0,0.7097,28.35,35,0
223,44.6,76.75,9.14,-0.666,explore,1.09,0.0,84.93,47.76,-0.019,explore,2.48,0.0,91.25,77.25,-1.571,explore,11.03,0.0,0.7126,28.04,35,0
224,44.800000000000004,77.22,8.77,-0.666,explore,1.02,0.0,85.53,47.75,-0.003,explore,1.98,0.0,91.06,76.68,-1.893,explore,10.57,0.0,0.7175,27.69,35,0
225,45.0,77.82,8.76,-0.015,explore,1.04,0.0,86.13,47.75,-0.003,explore,1.52,0.0,90.87,76.11,-1.893,explore,10.12,0.0,0.7213,27.33,35,0
226,45.2,78.42,8.75,-0.015,explore,1.08,0.0,86.73,47.75,-0.003,explore,1.25,0.0,90.68,75.54,-1.893,explore,9.69,0.0,0.7249,26.81,35,0
227,45.400000000000006,79.02,8.75,-0.003,explore,1.22,0.0,87.33,47.75,-0.000,explore,1.10,0.0,90.49,74.97,-1.893,explore,9.27,0.0,0.7293,26.29,35,0
228,45.6,79.62,8.75,-0.003,explore,1.29,0.0,87.93,47.75,-0.000,explore,1.10,0.0,90.73,74.42,-1.156,explore,8.86,0.0,0.7333,26.06,35,0
229,45.800000000000004,80.22,8.75,-0.003,explore,1.43,0.0,88.53,47.75,-0.000,explore,0.93,0.0,90.97,73.87,-1.156,explore,8.47,0.0,0.7377,25.68,35,0
230,46.0,80.65,9.17,0.776,explore,1.43,0.0,89.13,47.75,-0.000,explore,0.93,0.0,91.22,73.33,-1.156,explore,8.47,0.0,0.7424,25.68,35,0
231,46.2,81.08,9.59,0.776,explore,0.99,0.0,89.49,47.27,-0.928,explore,0.89,0.0,91.64,72.90,-0.799,explore,8.74,0.0,0.7424,25.93,35,0
232,46.400000000000006,81.51,10.01,0.776,explore,0.59,0.0,89.85,46.79,-0.928,explore,1.00,0.0,92.05,72.47,-0.799,explore,9.03,0.0,0.7511,26.18,35,0
233,46.6,81.93,10.43,0.784,explore,0.59,0.0,90.21,46.31,-0.928,explore,1.19,0.0,92.47,72.04,-0.799,explore,9.35,0.0,0.7538,26.47,35,0
234,46.800000000000004,81.93,10.43,0.784,explore,0.59,0.0,90.54,45.81,-0.981,explore,1.49,0.0,92.90,71.61,-0.788,explore,9.78,0.0,0.7559,26.85,35,0
235,47.0,81.93,10.43,0.784,explore,0.59,0.0,90.87,45.31,-0.981,explore,1.49,0.0,93.32,71.19,-0.788,explore,10.23,0.0,0.7580,27.34,35,0
236,47.2,81.93,10.43,0.784,explore,0.59,0.0,91.21,44.81,-0.981,explore,1.86,0.0,93.74,70.76,-0.788,explore,10.69,0.0,0.7584,27.73,35,0
237,47.400000000000006,81.93,10.43,0.784,explore,0.59,0.0,91.54,44.31,-0.983,explore,2.29,0.0,93.41,71.26,2.158,explore,11.09,0.0,0.7601,28.05,35,0
238,47.6,81.93,10.43,0.784,explore,0.59,0.0,91.87,43.82,-0.983,explore,2.76,0.0,93.08,71.76,2.158,explore,11.51,0.0,0.7618,28.37,35,0
239,47.800000000000004,81.93,10.43,0.784,explore,0.59,0.0,92.21,43.32,-0.983,explore,3.26,0.0,92.75,72.25,2.158,explore,11.94,0.0,0.7632,28.69,35,0
240,48.0,81.93,10.43,0.784,explore,1.19,0.0,91.89,42.80,-2.119,explore,3.26,0.0,92.33,72.67,2.356,explore,11.94,0.0,0.7645,28.69,35,0
241,48.2,81.93,10.43,0.784,explore,1.03,0.0,91.58,42.29,-2.119,explore,2.98,0.0,91.90,73.10,2.356,explore,11.61,0.0,0.7657,28.94,35,0
242,48.400000000000006,81.93,10.43,0.784,explore,0.96,0.0,91.27,41.78,-2.119,explore,2.77,0.0,91.48,73.52,2.356,explore,11.29,0.0,0.7773,29.18,35,0
243,48.6,81.93,10.43,0.784,explore,0.78,0.0,90.85,41.35,-2.352,explore,2.62,0.0,91.13,74.01,2.189,explore,10.99,0.0,0.7803,29.43,35,0
244,48.800000000000004,81.93,10.43,0.784,explore,0.70,0.0,90.42,40.93,-2.352,explore,2.55,0.0,90.78,74.50,2.189,explore,10.72,0.0,0.7834,29.69,35,0
245,49.0,81.93,10.43,0.784,explore,0.72,0.0,90.00,40.50,-2.352,explore,2.57,0.0,90.43,74.99,2.189,explore,10.46,0.0,0.7868,29.96,35,0
246,49.2,81.93,10.43,0.784,explore,0.53,0.0,89.58,40.08,-2.356,explore,2.97,0.0,90.15,75.52,2.069,explore,10.22,0.0,0.7894,30.05,35,0
247,49.400000000000006,81.93,10.43,0.784,explore,0.53,0.0,89.15,39.65,-2.356,explore,3.42,0.0,89.86,76.04,2.069,explore,10.01,0.0,0.7924,30.15,35,0
248,49.6,81.93,10.43,0.784,explore,0.91,0.0,88.73,39.23,-2.356,explore,3.42,0.0,89.45,76.48,2.328,explore,10.01,0.0,0.7941,30.15,35,0
249,49.800000000000004,81.93,10.43,0.784,explore,0.96,0.0,88.73,39.23,-2.356,explore,2.84,0.0,89.04,76.92,2.328,explore,9.44,0.0,0.7955,29.70,35,0
250,50.0,81.93,10.43,0.784,explore,0.96,0.0,88.73,39.23,-2.356,explore,2.84,0.0,88.63,77.35,2.328,explore,9.44,0.0,0.7965,29.70,35,0
251,50.2,81.93,10.43,0.784,explore,1.49,0.0,88.73,39.23,-2.356,explore,3.04,0.0,88.25,77.75,2.328,explore,8.89,0.0,0.7965,29.69,35,0
252,50.400000000000006,81.93,10.43,0.784,explore,2.03,0.0,88.73,39.23,-2.356,explore,3.31,0.0,87.75,78.08,2.554,explore,8.34,0.0,0.8004,29.69,35,0
253,50.6,81.93,10.43,0.784,explore,2.03,0.0,88.73,39.23,-2.356,explore,3.64,0.0,87.25,78.42,2.554,explore,7.86,0.0,0.8031,29.76,35,0
254,50.800000000000004,81.93,10.43,0.784,explore,2.60,0.0,88.73,39.23,-2.356,explore,4.02,0.0,86.75,78.75,2.554,explore,7.34,0.0,0.8045,29.76,35,0
255,51.0,81.93,10.43,0.784,explore,3.17,0.0,88.73,39.23,-2.356,explore,4.44,0.0,86.75,78.75,2.554,explore,6.83,0.0,0.8073,29.76,35,0
256,51.2,81.93,10.43,0.784,explore,3.75,0.0,88.73,39.23,-2.356,explore,4.49,0.0,86.75,78.75,2.554,explore,6.33,0.0,0.8102,29.70,35,0
257,51.400000000000006,81.93,10.43,0.784,explore,4.33,0.0,88.73,39.23,-2.356,explore,4.59,0.0,86.75,78.75,2.554,explore,5.84,0.0,0.8127,29.65,35,0
258,51.6,81.93,10.43,0.784,explore,4.91,0.0,88.73,39.23,-2.356,explore,4.75,0.0,86.75,78.75,2.554,explore,5.36,0.0,0.8153,29.60,35,0
259,51.800000000000004,81.93,10.43,0.784,explore,4.91,0.0,88.73,39.23,-2.356,explore,4.95,0.0,86.75,78.75,2.554,explore,4.90,0.0,0.8178,29.56,35,0
260,52.0,81.93,10.43,0.784,explore,4.91,0.0,88.73,39.23,-2.356,explore,4.95,0.0,86.75,78.75,2.554,explore,4.90,0.0,0.8191,29.56,35,0
261,52.2,81.93,10.43,0.784,explore,5.35,0.0,88.73,39.23,-2.356,explore,5.54,0.0,86.75,78.75,2.554,explore,4.46,0.0,0.8191,29.53,35,0
262,52.400000000000006,81.93,10.43,0.784,explore,5.82,0.0,88.73,39.23,-2.356,explore,6.12,0.0,86.75,78.75,2.554,explore,4.03,0.0,0.8233,29.49,35,0
263,52.6,81.93,10.43,0.784,explore,6.29,0.0,88.73,39.23,-2.356,explore,6.69,0.0,86.75,78.75,2.554,explore,3.63,0.0,0.8252,29.49,35,0
264,52.800000000000004,81.93,10.43,0.784,explore,6.84,0.0,88.73,39.23,-2.356,explore,7.26,0.0,86.75,78.75,2.554,explore,3.26,0.0,0.8275,29.49,35,0
265,53.0,81.93,10.43,0.784,explore,7.40,0.0,88.73,39.23,-2.356,explore,7.26,0.0,86.75,78.75,2.554,explore,2.98,0.0,0.8298,29.02,35,0
266,53.2,81.93,10.43,0.784,explore,7.96,0.0,88.73,39.23,-2.356,explore,7.83,0.0,86.75,78.75,2.554,explore,2.52,0.0,0.8305,28.75,35,0
267,53.400000000000006,81.93,10.43,0.784,explore,8.52,0.0,88.73,39.23,-2.356,explore,8.40,0.0,86.75,78.75,2.554,explore,2.09,0.0,0.8336,28.50,35,0
268,53.6,81.93,10.43,0.784,explore,9.09,0.0,88.73,39.23,-2.356,explore,8.97,0.0,86.75,78.75,2.554,explore,1.68,0.0,0.8354,28.26,35,0
269,53.800000000000004,81.93,10.43,0.784,explore,9.66,0.0,88.73,39.23,-2.356,explore,9.54,0.0,86.75,78.75,2.554,explore,1.32,0.0,0.8372,28.02,35,0
270,54.0,81.93,10.43,0.784,explore,9.66,0.0,88.73,39.23,-2.356,explore,9.54,0.0,86.75,78.75,2.554,explore,1.32,0.0,0.8389,28.02,35,0
271,54.2,81.93,10.43,0.784,explore,10.18,0.0,88.73,39.23,-2.356,explore,9.79,0.0,86.75,78.75,2.554,explore,1.43,0.0,0.8389,27.42,35,0
272,54.400000000000006,81.93,10.43,0.784,explore,10.72,0.0,88.73,39.23,-2.356,explore,10.06,0.0,86.75,78.75,2.554,explore,1.61,0.0,0.8440,26.81,35,0
273,54.6,81.93,10.43,0.784,explore,11.26,0.0,88.73,39.23,-2.356,explore,10.35,0.0,86.75,78.75,2.554,explore,1.84,0.0,0.8464,26.20,35,0
274,54.800000000000004,81.93,10.43,0.784,explore,11.81,0.0,88.73,39.23,-2.356,explore,10.67,0.0,86.75,78.75,2.554,explore,2.29,0.0,0.8483,25.74,35,0
275,55.0,81.93,10.43,0.784,explore,12.32,0.0,88.73,39.23,-2.356,explore,11.00,0.0,86.75,78.75,2.554,explore,2.76,0.0,0.8501,25.28,35,0
276,55.2,81.93,10.43,0.784,explore,12.57,0.0,88.73,39.23,-2.356,explore,11.35,0.0,86.75,78.75,2.554,explore,3.25,0.0,0.8517,24.82,35,0
277,55.400000000000006,81.93,10.43,0.784,explore,12.83,0.0,88.73,39.23,-2.356,explore,11.71,0.0,86.75,78.75,2.554,explore,3.76,0.0,0.8541,24.37,35,0
278,55.6,81.93,10.43,0.784,explore,13.11,0.0,88.73,39.23,-2.356,explore,12.10,0.0,86.75,78.75,2.554,explore,4.28,0.0,0.8555,23.92,35,0
279,55.800000000000004,81.93,10.43,0.784,explore,13.28,0.0,88.73,39.23,-2.356,explore,12.50,0.0,86.75,78.75,2.554,explore,4.81,0.0,0.8569,23.47,35,0
280,56.0,81.93,10.43,0.784,explore,13.28,0.0,88.73,39.23,-2.356,explore,12.50,0.0,86.75,78.75,2.554,explore,4.81,0.0,0.8581,23.47,35,0
281,56.2,81.93,10.43,0.784,explore,13.40,0.0,88.73,39.23,-2.356,explore,13.09,0.0,86.75,78.75,2.554,explore,4.35,0.0,0.8581,24.31,35,0
282,56.400000000000006,81.93,10.43,0.784,explore,13.54,0.0,88.73,39.23,-2.356,explore,13.69,0.0,86.75,78.75,2.554,explore,3.90,0.0,0.8634,25.18,35,0
283,56.6,81.93,10.43,0.784,explore,13.62,0.0,88.73,39.23,-2.356,explore,14.29,0.0,86.75,78.75,2.554,explore,3.48,0.0,0.8653,26.07,35,0
284,56.800000000000004,81.93,10.43,0.784,explore,13.72,0.0,88.73,39.23,-2.356,explore,14.88,0.0,86.75,78.75,2.554,explore,3.00,0.0,0.8674,26.92,35,0
285,57.0,81.93,10.43,0.784,explore,13.72,0.0,88.73,39.23,-2.356,explore,15.48,0.0,86.75,78.75,2.554,explore,2.54,0.0,0.8693,27.81,35,0
286,57.2,81.93,10.43,0.784,explore,14.17,0.0,88.73,39.23,-2.356,explore,16.07,0.0,86.75,78.75,2.554,explore,2.10,0.0,0.8701,28.71,35,0
287,57.400000000000006,81.93,10.43,0.784,explore,14.63,0.0,88.73,39.23,-2.356,explore,16.67,0.0,86.75,78.75,2.554,explore,1.77,0.0,0.8714,29.70,35,0
288,57.6,81.93,10.43,0.784,explore,15.10,0.0,88.73,39.23,-2.356,explore,17.26,0.0,86.75,78.75,2.554,explore,1.49,0.0,0.8728,30.71,35,0
289,57.800000000000004,81.93,10.43,0.784,explore,15.58,0.0,88.73,39.23,-2.356,explore,17.86,0.0,86.75,78.75,2.554,explore,1.27,0.0,0.8740,31.72,35,0
290,58.0,81.93,10.43,0.784,explore,15.58,0.0,88.73,39.23,-2.356,explore,17.86,0.0,86.75,78.75,2.554,explore,1.27,0.0,0.8752,31.72,35,0
291,58.2,81.93,10.43,0.784,explore,15.76,0.0,88.73,39.23,-2.356,explore,18.05,0.0,86.75,78.75,2.554,explore,1.18,0.0,0.8752,32.76,35,0
292,58.400000000000006,81.93,10.43,0.784,explore,15.95,0.0,88.73,39.23,-2.356,explore,18.27,0.0,86.75,78.75,2.554,explore,1.16,0.0,0.8802,33.80,35,0
293,58.6,81.93,10.43,0.784,explore,16.15,0.0,88.73,39.23,-2.356,explore,18.49,0.0,86.75,78.75,2.554,explore,1.06,0.0,0.8825,34.75,35,0
294,58.800000000000004,81.93,10.43,0.784,explore,16.37,0.0,88.73,39.23,-2.356,explore,18.60,0.0,86.75,78.75,2.554,explore,1.03,0.0,0.8848,34.48,35,0
295,59.0,81.93,10.43,0.784,explore,16.61,0.0,88.73,39.23,-2.356,explore,18.73,0.0,86.75,78.75,2.554,explore,1.07,0.0,0.8870,33.76,35,0
